"CID,A,10","CCUSTYPE,A,1","CSUPTYPE,A,1","CNAME1,A,40","CNAME2,A,40","CADDRESS1,A,40","CADDRESS2,A,40","CZIPCODE,A,10","CSVATNO,A,15","CLOCALITY,A,40","CLANGUAGE,A,2","CISPERS,L,1","CPROCAT,A,3","CSUPCAT,A,3","CCUSCAT,A,3","CCURRENCY,A,3","CVATREF,A,2","CVATNO,A,12","CVATCAT,A,1","CTELNO,A,25","CFAXNO,A,25","CCUSLSTMNO,I,4","CSUPLSTMNO,I,4","CCUSVNAT1,A,3","CCUSVNAT2,A,3","CCUSVATCMP,N,8","CSUPVNAT1,A,3","CSUPVNAT2,A,3","CSUPVATCMP,N,8","CCUSCTRACC,A,10","CSUPCTRACC,A,10","CCUSIMPUTA,A,10","CSUPIMPUTA,A,10","CSUPCATCOMM,A,1","CNATREGISTRYID,A,20","CCTRYCODE,A,2","CBANKCODE,A,8","CBANKNO,A,20","DBNKQUALIF,A,8","CISWARNING,L,1","CISREADONL,L,1","CISBLOCK,L,1","CISSECRET,L,1","CCUSPAYDELAY,A,6","CSUPPAYDELAY,A,6","CCUSPAYDISC,N,8","CSUPPAYDISC,N,8","CCUSPDISCDEL,I,4","CSUPPDISCDEL,I,4","CCUSTEMPLID,A,10","CSUPTEMPLID,A,10","CMEMO,M,11","CREMLASTDATE,@,8","CREMLASTLEVEL,I,4","CREMCAT,A,5","CREMSTATUS,A,1","CTOTINTEREST,$,8","CMANUALPAY,L,1","CINDEPPAYEE,L,1","CINDEPPIMPUT,A,10","CBNKCIVILITY,A,1","CBNKLANGCODE,A,1","CBNKBANKDBK,A,4","CFACTORING,L,1","CFACTORID,A,10","CBANKORDERPAY,L,1","CBANKORDERPAYNO,A,15","CREATEDATE,@,8","MODIFYDATE,@,8","AUTHOR,A,10","EMAILADDRESS,A,60","HTTPADDRESS,A,60","CSUPPJOB,A,10","CTEMPCUSDEBIT,$,8","CTEMPCUSCREDIT,$,8","CTEMPSUPDEBIT,$,8","CTEMPSUPCREDIT,$,8","CREATEDBY,A,10","CREATEDON,@,8","MODIFIEDBY,A,10","MODIFIEDON,@,8","TRFTSTATUS,A,3","STATIONID,A,3","CBUSINESSNO,A,20","CSLEEPING,L,1","CCUSISWARNING,L,1","CSUPISWARNING,L,1","CCUSISREADONL,L,1","CSUPISREADONL,L,1","CCUSISBLOCK,L,1","CSUPISBLOCK,L,1","CCUSISSECRET,L,1","CSUPISSECRET,L,1","CCUSSLEEPING,L,1","CSUPSLEEPING,L,1","CBNKTYPEPAY,A,3","BOARDDATE,@,8","BOARDPUBLIC,L,1","FISCALCONTROL,A,25","FISCALCTRLTELNO,A,25","FOLDERID,A,2","FYEAREND,@,8","MANFOLDER,L,1","MANREPORT,L,1","REVISOR,A,10","USERRESP,A,10","VATCONTROL,A,25","VATCTRLTELNO,A,25","VATTYPE,A,3","CINDEPPAYAMN,$,8","TREMEXT,A,40","CCOUNTRY,A,6","CCOUHEAD,A,40","CSUPDISCADV,L,1","CSUPDISCADVTYPE,A,1","CCUSDISCADV,L,1","CCUSDISCADVTYPE,A,1"
FORET,C,S,FORET FLORALIES SA,Service Comptabilité Fournisseurs,RUE REINE ASTRID 61,,BE4432,,ANS ALLEUR,F,0,,,,,BE,0424405484,,04/263.59.10,04/246.00.21,2,3,,,0.000000,BSD,GD,21.000000,,,,613300,,,BE,,340067453939,,0,0,0,0,,30,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,0,2,ING,0,,0,False,,2004-06-01 12:05:57,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0424405484,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORETMON,C,U,FORET MONIQUE,Service Comptabilité Fournisseurs,COUR PALANT 22,,BE4890,,CLERMONT (LG.),F,0,,,,,BE,0774193127,,087/68.86.56,087/68.80.14,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-10-18 08:57:02,SCHILS,2008-08-04 16:09:31,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
FORETMONIQ,U,S,FORET MONIQUE,,COUR PALANT 22,,BE4890,,Clermont (Lg.),,0,,,,,BE,0774193127,,087688656,087688014,13,5,,,,BSD,GD,21.000000,,,,601000,,,,BBRBBE,732000554062,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,0,2,ING,0,,0,,2004-05-13 00:00:00,2004-06-01 12:06:03,SCHILS,,,,,,,,,,SCHILS,2008-03-26 08:43:35,M,,0774193127,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORIR,C,U,FORIR INTERNATIONAL,Service Comptabilité Fournisseurs,RUE DELVAUX 21A,,BE4340,,AWANS OTHEE,F,0,,,,,BE,0860658036,,04/234.64.22,04/248.06.84,4,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0860658036,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORMAC,U,S,FORMAC CONSULT,,RUE DES DEPORTES 120,,BE4800,,Ensival,F,0,,,,,BE,0437867995,,087/23.06.90,087/23.06.54,3,1,,,,BSD,GD,21.000000,,,,601000,,,,BBRBBE,340065448059,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,,,,,,,,,,,,SCHILS,2008-01-04 10:33:12,SCHILS,2008-01-17 08:32:31,A,000,0437867995,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,,,,BE,Belgique,0,,0,
FORMALIA,C,S,FORMALIA SPRL,Service Comptabilité Fournisseurs,RUE DE L'ALUN 20 B51 RÉS. D'ARTAGNAN,,BE4600,,VISE,F,0,,URG,,,BE,0475024737,,04/374.92.74,04/374.92.75,246,133,,,0.000000,BSD,GD,21.000000,,,,601000,,,BE,,197259689242,,0,0,0,0,,30,0.000000,0.000000,0,0,,,,2007-08-22 00:00:00,1,,,0.000000,0,0,,0,2,ING,0,,0,False,,2004-06-01 16:14:55,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0475024737,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORMALIM,C,U,FORMALIM,Service Comptabilité Fournisseurs,RUE DE LIMBOURG 41B,,BE4800,,VERVIERS PETIT-RECHAIN,F,0,,,,,,,N,087/78.95.80,087/78.95.99,6,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,NEURAY,2005-06-06 09:49:26,SCHILS,2008-08-04 16:09:31,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORMALIN,C,S,FORMA LINGUA ASBL,Service Comptabilité Fournisseurs,PARC D'AFFAIRES DONY - RUE DE CHENEE 53,,BE4031,,LIEGE ANGLEUR,F,0,,,,,,,N,04/349.18.68,04/349.18.69,76,0,,,0.000000,BSD,GD,0.000000,,,,601000,,,BE,,240046042062,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2006-05-24 00:00:00,2,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORMES,C,U,FORMES ET RELIEFS SPRL,Service Comptabilité Fournisseurs,CHSEE ROMAINE 13B,,BE4252,,GEER OMAL,F,0,,,,,BE,0476188242,,019/58.90.28,019/58.88.63,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0476188242,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORMESES,C,U,FORMES ET ESPACES SPRL,Service Comptabilité Fournisseurs,RTE DES CHANTOIRS 25,,BE4920,,AYWAILLE,F,0,,,,,BE,0439124938,,04/360.83.37,04/360.98.92,0,0,,,0.000000,,,0.000000,,,,,,,BE,,240002098133,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0439124938,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORMETAL,C,U,ESCO TURBINE TECHNOLOGIES BELGIUM,Service Comptabilité Fournisseurs,PARC IND DES HAUTS SARTS - 1ERE AVENUE 8,,BE4040,,HERSTAL,F,0,,,,,BE,0436156837,,04/248.50.50,04/248.10.43,11,0,,,0.000000,,,0.000000,,,,,,,BE,,240001834516,,0,1,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0436156837,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORREST,C,S,FORREST MICHAEL,Service Comptabilité Fournisseurs,RUE J RAYE 24,,BE1030,,BRUSSEL SCHAARBEEK,F,0,,URG,,,BE,0560569334,,02/347.71.16,02/347.71.16,1,12,,,,BSD,GD,21.000000,,,,601000,,,BE,BBRBBE,068220409689,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,0,2,ING,0,,0,False,2004-03-16 00:00:00,2004-06-01 16:15:03,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0560569334,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORTEA,C,U,FORTEA,Service Comptabilité Fournisseurs,RUE VOLTA 8,,BE1050,,BRUXELLES,F,0,,,,,BE,0860495215,,02/645.52.28,02/640.06.70,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,NEURAY,2005-06-06 09:49:26,SCHILS,2008-08-04 16:09:31,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORTEMPS,C,U,FORTEMPS (IMPRIMERIE) SA,Service Comptabilité Fournisseurs,PARC IND - RUE DU CHARBONNAGE  22,,BE4020,,LIEGE WANDRE,F,0,,,,,BE,0426994295,,04/370.92.70,04/370.92.89,105,0,,,0.000000,,,0.000000,,,,,,,BE,,240059000050,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0426994295,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORTIS,C,U,FORTIS BANQUE,INVOICE PROCESSING 1YF0A,MONTAGNE DU PARC 3,,BE1000,,BRUXELLES 1,F,0,,,,,BE,0403199702,,02/228.42.01,02/228.38.05,2262,0,,,0.000000,,,0.000000,,,,,,,BE,,240841099431,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2008-07-25 00:00:00,2,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-05 08:58:28,M,,0403199702,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORTISAG,U,S,FORTIS AG,,BLD E JACQMAIN 53,,BE1000,,Brussel,F,0,,,,,,,N,,,1,14,,,,BSD,GD,0.000000,,,,614000,,,,BBRBBE,210000076238,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,ING,0,,0,,,,,,,,,,,,SCHILS,2005-03-15 13:35:08,SCHILS,2008-01-07 12:13:05,A,000,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORTISBX,C,U,FORTIS BANK NV,Invoice processing (1BS3A),MONTAGNE DU PARC 3,,BE1000,,BRUXELLES,F,0,,,,,BE,0403199702,,,,3,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2007-10-17 09:56:51,SCHILS,2008-08-04 16:09:31,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
FORTISCOM,U,S,FORTIS COMMERCIAL,,SGTEENWEG OP TIELEN 51,,BE2300,,Turnhout,,0,,,,,,,,,,1,2,,,,,,,,,,,,,,,230002451389,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,ING,0,,0,,2004-06-01 00:00:00,2004-06-01 13:46:43,SCHILS,,,,,,,,,,SCHILS,2008-01-10 11:48:02,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORTISHE,C,U,FORTIS BANQUE SA,Invoice Processing - ABS 3A,MONTAGNE DU PARC 3,,BE1000,,BRUXELLES,F,0,,,,,BE,0403199702,X,087/21.74.45,02/565.22.60,63,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2008-07-25 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORTISLEAS,U,S,FORTIS LEASE,,CHSEE DE GAND 1440,,BE1082,,Berchem-Sainte-Agathe,F,0,,,,,BE,0401108064,,02/506.02.11,02/511.99.60,9,127,,,,V50,A50,21.000000,,,,615000,,,,BBRBBE,210006805109,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,,,,,,,,,,,,SCHILS,2007-08-20 15:01:48,SCHILS,2008-08-05 08:58:43,A,000,0401108064,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,,,,BE,Belgique,0,,0,
FORTISLG,C,U,FORTIS BANQUE,Service Comptabilité Fournisseurs,AVE DE L'OBSERVATOIRE 278,,BE4000,,LIEGE 1,F,0,,,,,BE,0403199702,N,04/224.74.90,04/224.74.98,4,1,,,,,,,,,,,,,BE,,,,0,0,0,0,30,,,,,,,,,,,STD,,,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,SCHILS,2006-05-22 11:11:00,SCHILS,2008-08-04 16:09:31,A,000,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,0,0,,,,,,,,BE,Belgique,0,,0,
FORTISTH,C,U,FORTIS,Service Comptabilité Fournisseurs,PL DU PERRON 12,,BE4910,,THEUX,F,0,,,,,BE,0403199702,X,087/32.73.90,,3,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,NEURAY,2005-09-09 15:00:32,SCHILS,2008-08-04 16:09:31,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORTPRIV,C,U,FORTIS PRIVATE BANKING,Service Invoice Processing - 1BS3A,MONTAGNE DU PARC 3,,BE1000,,BRUXELLES,F,0,,,,,BE,0403199702,,04/220.46.07,02/565.53.30,145,0,,,0.000000,,,0.000000,,,,,,,BE,,001257006226,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2007-02-05 10:30:11,SCHILS,2008-08-04 16:09:31,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
FORTUNE,C,U,ETIENNE BONNE FORTUNE SA,Service Comptabilité Fournisseurs,PARC IND - RUE DE L'INFORMATIQUE 8,,BE4460,,GRACE-HOLLOGNE,F,0,,,,,BE,0412129838,,04/263.34.28,04/263.50.33,5,0,,,0.000000,,,0.000000,,,,,,,BE,,240064810047,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2004-05-10 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0412129838,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FORVINEX,C,U,FORVINEX SC,Service Compta. Fournisseurs,RUE DE DALHEM 5,,BE4600,,VISE,F,0,,,,,BE,0432459058,,,,39,0,,,0.000000,,,0.000000,,,,,,,BE,,240001550081,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2008-03-28 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0432459058,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOSSOUL,C,U,FOSSOUL (TRANSPORTS) SPRL,Service Comptabilité Fournisseurs,RUE DES NOUVELLES TECHNOLOGIES 17,,BE4460,,GRACE-HOLLOGNE,F,0,,,,,BE,0401451029,,04/239.08.08,04/239.99.69,266,0,,,0.000000,,,0.000000,,,,,,,BE,,240013992252,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0401451029,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOTOLIA,U,S,FOTOLIA,,,,,,,F,0,,,,,AT,,,,,1,4,,,,,,,,,,,,,,,,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,,,,,,,,,,,,SCHILS,2007-06-11 14:02:09,SCHILS,2007-06-13 13:49:25,A,000,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,,,,,,0,,0,
FOTRONIC,C,U,FOTRONIC,Service Comptabilité Fournisseurs,AVE V. HUGO 7,,BE1420,,BRAINE-L'ALLEUD,F,0,,,,,BE,0423052731,,02/389.10.40,02/389.10.48,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0423052731,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOUARGE,C,U,ALBERT FOUARGE,Service Comptabilité Fournisseurs,RUE DES MARTYRS 13B,,BE4680,,OUPEYE HERMEE,F,0,,,,,BE,0474020489,,04/278.05.50,04/289.02.26,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,NEURAY,2005-06-06 09:49:26,SCHILS,2008-08-04 16:09:31,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOURISOL,C,U,FOURISOL MULTI SERVICE NV,Service Comptabilité Fournisseurs,TERBEKEHOFDREEF 16-18,,BE2610,,WILRIJK (ANTW.),F,0,,,,,BE,0404000446,,04/336.72.82,04/336.79.79,6,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2004-11-18 11:52:48,SCHILS,2008-08-04 16:09:31,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOURNITU,C,U,FOURNITURE SCRL,Service Comptabilité Fournisseurs,CHEMIN DU BOIS DU ROI 19 21,,BE4608,,DALHEM WARSAGE,F,0,,,,,BE,0434106276,,04/376.68.68,04/376.73.65,0,0,,,0.000000,,,0.000000,,,,,,,BE,,634228740119,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0434106276,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOYERLIS,C,U,FOYER LISTRE PLUNUS,Service Comptabilité Fournisseurs,RUE R BERNARD 3,,BE4140,,SPRIMONT,F,0,,,,,,,X,04/369.25.73,04/369.28.77,81,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-05 08:58:28,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FRAIKBEL,C,U,FRAIKIN BELGIUM TRUCK RENTING SA,Baulieustraat 10,,,BE1830,,MACHELEN (BT.),F,0,,,,,BE,0417709813,,02/257.17.80,02/257.17.90,3,0,,,0.000000,,,0.000000,,,,,,,BE,,310056177537,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2008-03-28 00:00:00,2,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2007-11-06 13:29:21,SCHILS,2008-08-04 16:09:31,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
FRAIKIN,C,U,FRAIKIN GABRIEL,Service Comptabilité Fournisseurs,RUE DU ROI ALBERT 1,,BE4680,,OUPEYE,F,0,,,,,BE,0757165964,,,,24,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2006-10-27 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-08-08 09:35:59,SCHILS,2008-08-04 16:09:31,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
FRAIPON,C,U,FRAIPONT (ATELIER DE MECANIQUE GENERALE,Service Comptabilité Fournisseurs,RTE DE SPA 154,,BE4970,,STAVELOT FRANCORCHAMPS,F,0,,,,,BE,0433835765,,087/27.52.81,087/27.52.81,9,0,,,0.000000,,,0.000000,,,,,,,BE,,248060106280,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0433835765,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FRAIPONT,C,U,ATELIERS MECANIQUES FRAIPONT,Service Comptabilité Fournisseurs,RUE DE SPA 154,,BE4970,,STAVELOT FRANCORCHAMPS,F,0,,,,,,,X,,,6,0,,,0.000000,,,0.000000,,,,,,,BE,,248060106280,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FRAITURE,U,S,FRAITURE NICOLAS,,,,BE,,,,0,,,,,,,N,,,1,20,,,,BSD,GD,0.000000,,,,615000,,,,BBRBBE,,,0,1,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,,,,,,,,,,,,SCHILS,2004-08-02 15:18:42,SCHILS,2008-01-07 12:13:05,A,000,,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FRAKAS,C,U,FRAKAS PRODUCTIONS,Service Comptabilité Fournisseurs,QUAI CHURCHILL 11B,,BE4020,,LIEGE 2,F,0,,,,,BE,0892627058,,04/231.38.63,04/290.05.32,5,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2008-07-02 12:40:49,SCHILS,2008-08-04 16:09:31,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRANC,C,U,FRANCORCHAMPS RACING HOTEL SA,Service Comptabilité Fournisseurs,RTE DU CIRCUIT 1,,BE4970,,STAVELOT FRANCORCHAMPS,F,0,,,,,BE,0458667765,,087/27.50.38,087/27.57.43,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,1,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0458667765,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FRANCHIM,C,U,FRANCHIMONT AVOCATS  ASSOCIES,Service Comptabilité Fournisseurs,RUE BEECKMAN 25,,BE4000,,LIEGE 1,F,0,,,,,,,N,04/232.31.31,04/223.02.90,195,0,,,0.000000,,,0.000000,,,,,,,BE,,630076004916,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2007-03-26 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FRANCOIS,C,U,FRANCOIS ATELIERS SA,Service Comptabilité Fournisseurs,RUE COTE D'OR 274,,BE4000,,LIEGE 1,F,0,,,,,BE,0403953332,,04/229.70.10,04/252.24.75,521,0,,,0.000000,,,0.000000,,,,,,,BE,,196013774257,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,1,True,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0403953332,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FRANCOISCL,U,S,CLAUDE FRANCOIS,,,,BE,,,F,0,,,,,,,,,,7,25,,,,BSD,GD,0.000000,,,,615000,,,,,063935933938,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,,,,,,,,,,,,SCHILS,2007-11-08 14:33:26,SCHILS,2008-06-06 08:44:26,A,000,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,,,,BE,Belgique,0,,0,
