"CID,A,10","CCUSTYPE,A,1","CSUPTYPE,A,1","CNAME1,A,40","CNAME2,A,40","CADDRESS1,A,40","CADDRESS2,A,40","CZIPCODE,A,10","CSVATNO,A,15","CLOCALITY,A,40","CLANGUAGE,A,2","CISPERS,L,1","CPROCAT,A,3","CSUPCAT,A,3","CCUSCAT,A,3","CCURRENCY,A,3","CVATREF,A,2","CVATNO,A,12","CVATCAT,A,1","CTELNO,A,25","CFAXNO,A,25","CMEMO,M,11","CCUSLSTMNO,I,4","CSUPLSTMNO,I,4","CCUSVNAT1,A,3","CCUSVNAT2,A,3","CCUSVATCMP,N,8","CSUPVNAT1,A,3","CSUPVNAT2,A,3","CSUPVATCMP,N,8","CCUSCTRACC,A,10","CSUPCTRACC,A,10","CCUSIMPUTA,A,10","CSUPIMPUTA,A,10","CSUPCATCOMM,A,1","CCTRYCODE,A,2","CBANKCODE,A,8","CBANKNO,A,20","DBNKQUALIF,A,8","CISWARNING,L,1","CISREADONL,L,1","CISBLOCK,L,1","CISSECRET,L,1","CCUSPAYDELAY,A,6","CSUPPAYDISC,N,8","CSUPPDISCDEL,I,4","CTEMPCUSDEBIT,$,8","CTEMPCUSCREDIT,$,8","CTEMPSUPDEBIT,$,8","CTEMPSUPCREDIT,$,8","CREMLASTDATE,@,8","CREMLASTLEVEL,I,4","CREMCAT,A,5","CREMSTATUS,A,1","CTOTINTEREST,$,8","CREATEDATE,@,8","MODIFYDATE,@,8","AUTHOR,A,10","CNATREGISTRYID,A,20","CSUPPAYDELAY,A,6","CMANUALPAY,L,1","CINDEPPAYEE,L,1","CINDEPPIMPUT,A,10","CBNKCIVILITY,A,1","CBNKLANGCODE,A,1","CBNKBANKDBK,A,4","CFACTORING,L,1","CFACTORID,A,10","CBANKORDERPAY,L,1","CBANKORDERPAYNO,A,15","CCUSPDISCDEL,I,4","CCUSPAYDISC,N,8","CCUSTEMPLID,A,10","CSUPTEMPLID,A,10","EMAILADDRESS,A,60","HTTPADDRESS,A,60","CSUPPJOB,A,10","CREATEDBY,A,10","CREATEDON,@,8","MODIFIEDBY,A,10","MODIFIEDON,@,8","TRFTSTATUS,A,3","STATIONID,A,3","XUSRGETEMPL,N,8","XUSRGETTO,$,8","XUSRGETINTERES,A,10","CBUSINESSNO,A,20","CSLEEPING,L,1","CCUSISWARNING,L,1","CSUPISWARNING,L,1","CCUSISREADONL,L,1","CSUPISREADONL,L,1","CCUSISBLOCK,L,1","CSUPISBLOCK,L,1","CCUSISSECRET,L,1","CSUPISSECRET,L,1","CCUSSLEEPING,L,1","CSUPSLEEPING,L,1","CBNKTYPEPAY,A,3","BOARDDATE,@,8","BOARDPUBLIC,L,1","FISCALCONTROL,A,25","FISCALCTRLTELNO,A,25","FOLDERID,A,2","FYEAREND,@,8","MANFOLDER,L,1","MANREPORT,L,1","REVISOR,A,10","USERRESP,A,10","VATCONTROL,A,25","VATCTRLTELNO,A,25","VATTYPE,A,3","XUSRCONTACT,A,10","CCOUNTRY,A,6","CCOUHEAD,A,40","CSUPDISCADV,L,1","CSUPDISCADVTYPE,A,1","CINDEPPAYAMN,$,8","CCUSDISCADV,L,1","CCUSDISCADVTYPE,A,1","TREMEXT,A,40"
TABACCOMAT,C,U,TABACCOMAT SA,,QUAI SAINT-L#ONARD 51,,BE4000,,LIEGE,F,,,,001,,BE,0429472844,,042277944,,,3,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0429472844,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
TEC,U,S,TEC LIEGE-VERVIERS SA,,RUE DU BASSIN 119,,BE4030,,GRIVEGNEE,F,,,002,,,BE,0242319658,,043619111,043671200,,1,3,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0242319658,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
TESSENDERL,U,U,TESSENDERLO CHEMIE NV,,STATIONSSTRAAT Z/N,,BE3980,,TESSENDERLO,N,,003,,,,BE,0412101728,,013612211,013668140,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0412101728,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
TEST,U,U,Test,,,,BE,,,,0,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,0,0,,,,,0,,0,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
TEXACO,C,U,TEXACO BELGIUM,,AVENUE ARNAUD FRAITEUR 2,,BE1050,,BRUXELLES,N,,,,001,,BE,0406843239,,025339111,026399911,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0406843239,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
THYSSEN,U,S,THYSSEN BELGE SA-NV,,RUE DE WALLONIE - ZONING INDUSTRIEL,,BE4460,,GRACE-HOLLOGNE,F,,,002,,,BE,0401921577,,042397939,042636603,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0401921577,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
TOYOTA,U,U,TOYOTA,,KOLONIE BOURGSTRAAT 115,,BE1140,,BRUSSEL,N,,003,,,,BE,0403425770,,027307211,027307540,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0403425770,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
TRACTO,C,U,TRACTO NV,,LUITHAGEN - HAVEN 18,,BE2030,,ANTWERPEN,N,,,,001,,BE,0400861903,,035456711,035420283,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0400861903,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
TRAVEL,U,S,FLANDERS TRAVEL NV,,SINT-JAKOBSMARKT 45-47,,BE2000,,ANTWERPEN,N,,,002,,,BE,0436267594,,032203355,032203250,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0436267594,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
TRAX,U,U,TRAX,,ROUTE DE LA SAUVAGE,,LU4829,,Rodange,F,,003,,,,LU,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
TREK,U,S,TREK USA Import,,,,BE,,,F,,,001,,,BE,0461622901,,,,,,,,,,MD,HG,21.000000,,,,601000,,,BBRBBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0461622901,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
UMBRO,U,S,Umbro,,,,BE,,,E,0,,001,,,,,,,,,1,1,,,,MD,HG,21.000000,,,,601000,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,60*,0,0,,,,,0,,0,,,,,,,,,BOB,2003-09-15 09:32:32,ADMIN,2008-06-30 12:00:44,A,,,,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgium,0,,,0,,
UNION_MIN,C,U,UNION MINIERE SA-NV,,RUE DU MARAIS 31,,BE1000,,BRUXELLES,N,,,,001,,BE,0401574852,,022277111,022277900,,3,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0401574852,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
UNIROYAL,U,S,PNEU UNIROYAL ENGLEBERT SA,,1ÔRE AVENUE 44 - PARC INDUSTRIEL DES HAU,,BE4040,,HERSTAL,F,,,002,,,BE,0404411707,,042409511,042409545,,1,3,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0404411707,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
UOP,U,U,UOP NV,,NOORDERLAAN 147,,BE2030,,ANTWERPEN,N,,003,,,,BE,0436044296,,035409925,035417806,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0436044296,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
VAMOS,C,U,NOUVELLE SOCIETE VAMOS ET COMPAGNIE SA,,CHAUSSEE DE WAVRE 259 A,,BE4520,,WANZE,F,,,,001,,BE,0427663397,,085234765,085235517,,3,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0427663397,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
VANBREDA,U,S,BANK J. VAN BREDA & CO,,PLANTIN & MORETUSLEI 295,,BE2140,,BORGERHOUT,N,,,002,,,BE,0419900033,,032175111,032710708,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0419900033,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
VANDEMOORT,U,U,VANDEMOORTELE NV,,PRINS ALBERTLAAN 12,,BE8870,,IZEGEM,N,,003,,,,BE,0414062712,,051332211,051302218,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0414062712,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
VANDENBER,C,U,VAN DEN BERGHE VOEDERS NV,,LEOPOLDSTRAAT 112,,BE2280,,GROBBENDONK,N,,,,001,,BE,0435455467,,014500601,014500898,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,2003-09-08 00:00:00,1,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0435455467,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
VANDER,U,S,VANDER ELST TABAK NV,,PRINS BOUDEWIJNLAAN 43,,BE2650,,EDEGEM,N,,,002,,,BE,0404994497,,034509911,034509955,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0404994497,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
VANDEWALLE,U,U,VAN DE WALLE FIRST IN FOOD NV,,BIJKHOEVELAAN 3,,BE2110,,WIJNEGEM,N,,003,,,,BE,0413810809,,033262080,033262151,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0413810809,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
VANMIERLO,C,U,VAN MIERLO-PROOST & CO NV,,STEENWEG OP MOL 60,,BE2300,,TURNHOUT,N,,,,001,,BE,0404208601,,014402811,014402815,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,2003-09-08 00:00:00,1,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0404208601,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
VANWELLEN,U,S,VAN WELLEN NV,,KLINKAARDSTRAAT 198,,BE2950,,KAPELLEN,N,,,002,,,BE,0403863557,,036650144,036653955,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0403863557,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
VAN_HOOL,U,U,VAN HOOL,,BERNARD VAN HOOLSTRAAT 5,,BE2500,,KONINGSHOOIKT,N,,003,,,,BE,0404060032,,034202020,034823068,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0404060032,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
VEHA,C,U,VEHA NV,,INDUSTRIEWEG 13,,BE2280,,GROBBENDONK,N,,,,001,,BE,0404063101,,014500011,014514740,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0404063101,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
VERSTREPEN,U,S,VERSTREPEN VLEES NV,,WINKELOMHEIDE 58,,BE2440,,GEEL,N,,,002,,,BE,0414573842,,014584511,014587590,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0414573842,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
VIANA,U,U,VIANA,,"rue Octave Pédon, 13",,FR45150,,JARGEAU,F,,003,,,,FR,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
VIKING,U,S,VIKING - OFFICE DEPOT INTERNATIONAL,,"Schoonmansveld, 28",,BE2870,,Breendonk,E,0,,002,,,BE,0472369115,,,,,1,1,,,,,,,,,,612200,,,BBRBBE,,,0,0,0,0,,,,,,,,,,,,,,,,,30,0,0,,,,,0,,0,,,,,,,,,BOB,2003-09-17 13:44:24,ADMIN,2008-06-30 12:00:45,A,,,,,0472369115,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgium,0,,,0,,
VINK,C,U,VINK N.V.,,INDUSTRIEPARK 7,,BE2220,,HEIST-OP-DEN-BERG,N,,,,001,,BE,0406122172,,015259711,015259904,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0406122172,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
VOLKSWAGEN,U,S,VOLKSWAGEN,,MALIESTRAAT 50,,BE1050,,BRUSSEL,N,,,002,,,BE,0403448140,,025365111,025390442,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0403448140,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
VOLVO,U,U,VOLVO EUROPA CAR NV,,J.F. KENNEDYLAAN 25 PB 273,,BE9000,,GENT,N,,003,,,,BE,0420383548,,092502111,092511714,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0420383548,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
VW,U,S,VW,,,,BE,,,,,,001,,,BE,,,,,,1,5,,,,V50,A50,21.000000,,,,611100,,,BBRBBE,000000006666,,0,0,0,0,60*,2.000000,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,30,,0,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
WATER,U,S,Water Fournitures,,"Rue de la Régence, 24",,BE1050,,Bruxelles (Ixelles),E,0,,001,,,,,,,,,1,1,,,,,,,,,,612000,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,60*,0,0,,,,,0,,0,,,,,,,,,BOB,2003-09-17 13:46:15,ADMIN,2008-06-30 12:00:45,A,,,,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgium,0,,,0,,
WICKLER,C,U,WICKLER FRERES SARL,,RUE F. VANNERUS 17,,LU9201,,DIEKIRCH,F,,,,001,,,,N,00352/80.81.66,,,3,1,,,,,,,,,700000,,,,BBRBBE,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
WILLEMS,U,S,WILLEMS METAALCONSTRUCTIES NV,,HOLVEN 124,,BE2490,,BALEN,N,,,002,,,BE,0404219487,,014829911,014814628,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0404219487,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
WOLFOIL,U,U,WOLF OIL CORPORATION NV,,G. GILLIOTSTRAAT 52,,BE2620,,HEMIKSEM,N,,003,,,,BE,0403699350,,038876845,038879615,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0403699350,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
WOODOPTI,C,U,WOOD OPTIC,,"route de Stavelot, 58,",,LU9964,,HULDANGE,F,,,,001,,LU,,,00352979293,,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:08,2003-09-12 09:46:08,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
WURTH,U,S,SOCIETE PAUL WURTH,,rue d'Alsace 32,,LU1122,,LUXEMBOURG,F,,,002,,,LU,,,,,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:09,2003-09-12 09:46:09,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
XIRCOM,U,U,XIRCOM EUROPE NV,,DE VILLERMONTSTRAAT 16,,BE2550,,KONTICH,N,,003,,,,BE,0444095395,,034500811,034500990,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:09,2003-09-12 09:46:09,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0444095395,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
YVAN_PAQUE,C,U,YVAN PAQUE SA,,RUE ARBRE COURTE JOIE 48,,BE4000,,ROCOURT,F,,,,001,,BE,0412815271,,042263920,042250706,,3,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:09,2003-09-12 09:46:09,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0412815271,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
ZEFAL,U,S,Zefal,,,,BE,,,F,,,001,,,BE,0445805862,,,,,,,,,,MD,HG,21.000000,,,,601000,,,BBRBBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0445805862,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
ZUIVELUNIE,U,S,BELG. ZUIVELUNIE CV,,TIENPONDSTRAAT 21,,BE2990,,LOENHOUT,N,,,002,,,BE,0403713208,,036696650,036698062,,1,3,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:09,2003-09-12 09:46:09,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0403713208,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
ZZARTHUL,U,U,ARTHUR ANDERSEN LUXEMBOURG,,672 RUE DE NEUDORF,,LU2220,,LUXEMBOURG,F,,003,,,,LU,,,00352/43.70.89,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:09,2003-09-12 09:46:09,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
